home_avgGoalsFor,home_avgGoalsAgainst,home_totalMatches,home_firstHalfAvgGoalsFor,home_firstHalfAvgGoalsAgainst,away_avgGoalsFor,away_avgGoalsAgainst,away_totalMatches,away_firstHalfAvgGoalsFor,away_firstHalfAvgGoalsAgainst,home_weighted_avgGoalsFor,home_weighted_avgGoalsAgainst,away_weighted_avgGoalsFor,away_weighted_avgGoalsAgainst,home_last8_avgGoalsFor,away_last8_avgGoalsFor,league_avgTotalGoals,league_avgHomeGoals,league_avgAwayGoals,goalsHome,goalsAway,totalGoals,firstHalfGoals,eventId,homeNick,awayNick
2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.344,2.126,2.7809999999999997,1.884,1.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,1,1,2,1,,maksdh,zoyir
2.954423592493298,2.4343163538873993,373,1.447721179624665,1.2841823056300268,2.6593059936908516,2.867507886435331,317,1.3091482649842272,1.3659305993690851,2.84,2.5989999999999998,2.667,2.653,3.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,3,3,6,3,,smidzii,lzrn
1.6096654275092936,1.9925650557620818,269,0.828996282527881,0.9628252788104089,2.6051136363636362,2.877840909090909,352,1.3295454545454546,1.4204545454545454,1.728,1.954,2.533,2.974,1.625,3.5,5.11768154786833,2.592093140128989,2.525588407739342,3,1,4,1,,Linox,aguuero
2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.7809999999999997,1.884,2.367,2.243,2.25,1.875,5.11768154786833,2.592093140128989,2.525588407739342,4,2,6,3,,zoyir,deroll
2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.331887201735358,2.4360086767895877,461,1.1540130151843817,1.1800433839479392,2.8,2.133,3.447,2.679,2.25,4.0,5.11768154786833,2.592093140128989,2.525588407739342,1,3,4,2,,volvo,nekishka
2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.367,2.243,3.4979999999999998,2.0189999999999997,1.875,3.5,5.11768154786833,2.592093140128989,2.525588407739342,4,4,8,2,,deroll,bodyaoo
2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.7809999999999997,1.884,2.344,2.126,2.25,1.5,5.11768154786833,2.592093140128989,2.525588407739342,1,2,3,1,,zoyir,maksdh
2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.344,2.126,2.367,2.243,1.5,1.875,5.11768154786833,2.592093140128989,2.525588407739342,1,2,3,2,,maksdh,deroll
2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,3.4979999999999998,2.0189999999999997,2.8,2.133,3.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,4,1,5,2,,bodyaoo,volvo
1.8892045454545454,2.2670454545454546,352,0.9517045454545454,1.1818181818181819,2.2664233576642334,2.708029197080292,274,1.1897810218978102,1.3065693430656935,2.218,2.324,2.2119999999999997,2.747,2.25,1.75,5.11768154786833,2.592093140128989,2.525588407739342,2,2,4,4,,Gaga,Giox
2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.8,2.133,2.344,2.126,2.25,1.5,5.11768154786833,2.592093140128989,2.525588407739342,4,3,7,5,,volvo,maksdh
2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.367,2.243,2.7809999999999997,1.884,1.875,2.25,5.11768154786833,2.592093140128989,2.525588407739342,1,3,4,0,,deroll,zoyir
2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.7809999999999997,1.884,2.8,2.133,2.25,2.25,5.11768154786833,2.592093140128989,2.525588407739342,3,2,5,4,,zoyir,volvo
2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.344,2.126,3.4979999999999998,2.0189999999999997,1.5,3.5,5.11768154786833,2.592093140128989,2.525588407739342,4,2,6,3,,maksdh,bodyaoo
2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,3.4979999999999998,2.0189999999999997,2.7809999999999997,1.884,3.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,1,3,4,2,,bodyaoo,zoyir
2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.8,2.133,2.367,2.243,2.25,1.875,5.11768154786833,2.592093140128989,2.525588407739342,2,1,3,1,,volvo,deroll
2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,3.4979999999999998,2.0189999999999997,2.367,2.243,3.5,1.875,5.11768154786833,2.592093140128989,2.525588407739342,5,2,7,3,,bodyaoo,deroll
2.688046647230321,2.361516034985423,343,1.3615160349854227,1.154518950437318,1.7891373801916932,2.2715654952076676,313,0.8753993610223643,1.2364217252396166,2.6449999999999996,2.142,1.932,2.442,2.25,1.5,5.11768154786833,2.592093140128989,2.525588407739342,3,1,4,3,,labotryas,MeLToSik
2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.344,2.126,2.7809999999999997,1.884,1.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,4,1,5,1,,maksdh,zoyir
2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.367,2.243,2.344,2.126,1.875,1.5,5.11768154786833,2.592093140128989,2.525588407739342,2,1,3,1,,deroll,maksdh
2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.8,2.133,3.4979999999999998,2.0189999999999997,2.25,3.5,5.11768154786833,2.592093140128989,2.525588407739342,1,2,3,2,,volvo,bodyaoo
2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.344,2.126,2.8,2.133,1.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,0,2,2,1,,maksdh,volvo
2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.7809999999999997,1.884,2.367,2.243,2.25,1.875,5.11768154786833,2.592093140128989,2.525588407739342,0,0,0,0,,zoyir,deroll
2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.8,2.133,2.7809999999999997,1.884,2.25,2.25,5.11768154786833,2.592093140128989,2.525588407739342,0,1,1,0,,volvo,zoyir
2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,3.4979999999999998,2.0189999999999997,2.344,2.126,3.5,1.5,5.11768154786833,2.592093140128989,2.525588407739342,0,2,2,1,,bodyaoo,maksdh
2.688046647230321,2.361516034985423,343,1.3615160349854227,1.154518950437318,2.4883116883116885,3.0987012987012985,385,1.2753246753246754,1.5974025974025974,2.6449999999999996,2.142,3.0589999999999997,3.574,2.25,3.0,5.11768154786833,2.592093140128989,2.525588407739342,6,2,8,4,,labotryas,RossFCDK
2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.7809999999999997,1.884,3.4979999999999998,2.0189999999999997,2.25,3.5,5.11768154786833,2.592093140128989,2.525588407739342,0,2,2,1,,zoyir,bodyaoo
2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.367,2.243,2.8,2.133,1.875,2.25,5.11768154786833,2.592093140128989,2.525588407739342,3,0,3,1,,deroll,volvo
2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.367,2.243,3.4979999999999998,2.0189999999999997,1.875,3.5,5.11768154786833,2.592093140128989,2.525588407739342,2,1,3,0,,deroll,bodyaoo
2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.7809999999999997,1.884,2.344,2.126,2.25,1.5,5.11768154786833,2.592093140128989,2.525588407739342,2,2,4,3,,zoyir,maksdh
2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.344,2.126,2.367,2.243,1.5,1.875,5.11768154786833,2.592093140128989,2.525588407739342,1,3,4,1,,maksdh,deroll
2.869473684210526,2.2126315789473683,475,1.4526315789473685,1.1010526315789473,2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,3.4979999999999998,2.0189999999999997,2.8,2.133,3.5,2.25,5.11768154786833,2.592093140128989,2.525588407739342,4,1,5,3,,bodyaoo,volvo
2.5714285714285716,2.4545454545454546,462,1.251082251082251,1.199134199134199,2.008968609865471,2.515695067264574,446,0.9596412556053812,1.2309417040358743,2.8,2.133,2.344,2.126,2.25,1.5,5.11768154786833,2.592093140128989,2.525588407739342,2,2,4,3,,volvo,maksdh
2.6522727272727273,2.1340909090909093,440,1.2727272727272727,1.0159090909090909,2.4941634241245136,1.7665369649805447,257,1.2023346303501945,0.8949416342412452,2.367,2.243,2.7809999999999997,1.884,1.875,2.25,5.11768154786833,2.592093140128989,2.525588407739342,0,2,2,1,,deroll,zoyir
